CUDA 1
loading model
ckpt/syn5_base_h20_o20.pth.tar
=> loading checkpoint 'ckpt/syn5_base_h20_o20.pth.tar'
Loaded model from ckpt
input dim:  10 ; num classes:  2
Method:  base
node label:  0
neigh graph idx:  400 5
Node predicted label:  0
epoch:  0 ; loss:  1.2574419975280762 ; mask density:  0.7120583653450012 ; pred:  tensor([0.9771, 0.0229], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  1 ; loss:  1.219266653060913 ; mask density:  0.7314556241035461 ; pred:  tensor([0.9772, 0.0228], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  2 ; loss:  1.1800072193145752 ; mask density:  0.7500406503677368 ; pred:  tensor([0.9772, 0.0228], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  3 ; loss:  1.1399520635604858 ; mask density:  0.7678207159042358 ; pred:  tensor([0.9772, 0.0228], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  4 ; loss:  1.0993765592575073 ; mask density:  0.7847930788993835 ; pred:  tensor([0.9772, 0.0228], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  5 ; loss:  1.0585557222366333 ; mask density:  0.8009496927261353 ; pred:  tensor([0.9771, 0.0229], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  6 ; loss:  1.0177512168884277 ; mask density:  0.8162808418273926 ; pred:  tensor([0.9770, 0.0230], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  7 ; loss:  0.9772145748138428 ; mask density:  0.8307787775993347 ; pred:  tensor([0.9768, 0.0232], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  8 ; loss:  0.9371812343597412 ; mask density:  0.8444388508796692 ; pred:  tensor([0.9766, 0.0234], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  9 ; loss:  0.8978596925735474 ; mask density:  0.8572615385055542 ; pred:  tensor([0.9764, 0.0236], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  10 ; loss:  0.8594684600830078 ; mask density:  0.8692532777786255 ; pred:  tensor([0.9762, 0.0238], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  11 ; loss:  0.8221871852874756 ; mask density:  0.8804256319999695 ; pred:  tensor([0.9759, 0.0241], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  12 ; loss:  0.7861705422401428 ; mask density:  0.8907960057258606 ; pred:  tensor([0.9755, 0.0245], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  13 ; loss:  0.7515486478805542 ; mask density:  0.9003871083259583 ; pred:  tensor([0.9752, 0.0248], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  14 ; loss:  0.7184240221977234 ; mask density:  0.9092262387275696 ; pred:  tensor([0.9748, 0.0252], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  15 ; loss:  0.6868719458580017 ; mask density:  0.9173453450202942 ; pred:  tensor([0.9744, 0.0256], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  16 ; loss:  0.6569445729255676 ; mask density:  0.9247792363166809 ; pred:  tensor([0.9739, 0.0261], device='cuda:0', grad_fn=<SoftmaxBackward>)
