CUDA 1
loading model
ckpt/syn3_base_h20_o20.pth.tar
=> loading checkpoint 'ckpt/syn3_base_h20_o20.pth.tar'
Loaded model from ckpt
input dim:  10 ; num classes:  2
Method:  base
node label:  1
neigh graph idx:  400 13
Node predicted label:  1
epoch:  0 ; loss:  2.8009703159332275 ; mask density:  0.7117379307746887 ; pred:  tensor([0.1104, 0.8896], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  1 ; loss:  2.748565912246704 ; mask density:  0.6911171078681946 ; pred:  tensor([0.1089, 0.8911], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  2 ; loss:  2.6929616928100586 ; mask density:  0.6696771383285522 ; pred:  tensor([0.1071, 0.8929], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  3 ; loss:  2.6341910362243652 ; mask density:  0.6474584937095642 ; pred:  tensor([0.1052, 0.8948], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  4 ; loss:  2.5723209381103516 ; mask density:  0.624510645866394 ; pred:  tensor([0.1031, 0.8969], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  5 ; loss:  2.507399320602417 ; mask density:  0.6008946895599365 ; pred:  tensor([0.1008, 0.8992], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  6 ; loss:  2.439965009689331 ; mask density:  0.5766963362693787 ; pred:  tensor([0.0988, 0.9012], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  7 ; loss:  2.3699047565460205 ; mask density:  0.5519981980323792 ; pred:  tensor([0.0968, 0.9032], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  8 ; loss:  2.2971527576446533 ; mask density:  0.5268948078155518 ; pred:  tensor([0.0947, 0.9053], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  9 ; loss:  2.2219347953796387 ; mask density:  0.5014962553977966 ; pred:  tensor([0.0925, 0.9075], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  10 ; loss:  2.1445999145507812 ; mask density:  0.4759261906147003 ; pred:  tensor([0.0903, 0.9097], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  11 ; loss:  2.065415382385254 ; mask density:  0.4503158926963806 ; pred:  tensor([0.0882, 0.9118], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  12 ; loss:  1.9847108125686646 ; mask density:  0.4248037338256836 ; pred:  tensor([0.0861, 0.9139], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  13 ; loss:  1.9029262065887451 ; mask density:  0.3995329737663269 ; pred:  tensor([0.0842, 0.9158], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  14 ; loss:  1.820397138595581 ; mask density:  0.37464073300361633 ; pred:  tensor([0.0824, 0.9176], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  15 ; loss:  1.7375317811965942 ; mask density:  0.3502750098705292 ; pred:  tensor([0.0808, 0.9192], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  16 ; loss:  1.654873251914978 ; mask density:  0.32656821608543396 ; pred:  tensor([0.0794, 0.9206], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  17 ; loss:  1.57273530960083 ; mask density:  0.30363985896110535 ; pred:  tensor([0.0782, 0.9218], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  18 ; loss:  1.4917421340942383 ; mask density:  0.2816125750541687 ; pred:  tensor([0.0774, 0.9226], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  19 ; loss:  1.4123860597610474 ; mask density:  0.2605844736099243 ; pred:  tensor([0.0768, 0.9232], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  20 ; loss:  1.3352270126342773 ; mask density:  0.24063758552074432 ; pred:  tensor([0.0768, 0.9232], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  21 ; loss:  1.2602680921554565 ; mask density:  0.22181090712547302 ; pred:  tensor([0.0769, 0.9231], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  22 ; loss:  1.1878007650375366 ; mask density:  0.2041352242231369 ; pred:  tensor([0.0770, 0.9230], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  23 ; loss:  1.1180144548416138 ; mask density:  0.18761825561523438 ; pred:  tensor([0.0771, 0.9229], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  24 ; loss:  1.0512282848358154 ; mask density:  0.17226527631282806 ; pred:  tensor([0.0772, 0.9228], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  25 ; loss:  0.9876995086669922 ; mask density:  0.15805549919605255 ; pred:  tensor([0.0774, 0.9226], device='cuda:0', grad_fn=<SoftmaxBackward>)
epoch:  26 ; loss:  0.9275572299957275 ; mask density:  0.144967719912529 ; pred:  tensor([0.0776, 0.9224], device='cuda:0', grad_fn=<SoftmaxBackward>)
